family,n,instance,m,prop_n,prop_m,prop_density,prop_avg_degree,prop_max_degree,prop_min_degree,prop_degree_std,prop_clustering_coeff,prop_diameter,prop_avg_path_length,prop_spectral_gap,prop_lambda_max_laplacian,prop_algebraic_connectivity,prop_spectral_radius,prop_lambda_min_adj,prop_n_components,random_cut,random_time,greedy_cut,greedy_time,spectral_cut,spectral_time,gw_cut,gw_time,gnn_cut,gnn_time,best_classical_cut,gnn_wins
erdos_renyi,20,0,31,20,31,0.1631578947368421,3.1,6,1,1.5459624833740306,0.08,5,2.5210526315789474,0.24844280797441848,7.83082527604693,0.24844280797441848,3.9167849668940127,-2.982245898529255,1,14.0,0.004401667043566704,25.0,0.000522624934092164,24.0,0.0064107500948011875,27.0,0.06776520796120167,22.0,0.109663707902655,27.0,0
erdos_renyi,20,1,21,20,21,0.11052631578947368,2.1,6,1,1.4798648586948742,0.075,6,3.0842105263157893,0.11901912125561383,7.512166386907762,0.11901912125561383,2.935975334370146,-2.8186559302751926,1,7.0,0.00031291693449020386,20.0,0.00033162510953843594,19.0,0.0005069579929113388,20.0,0.021101041929796338,17.0,0.0956174589227885,20.0,0
erdos_renyi,20,2,25,20,25,0.13157894736842105,2.5,5,1,1.2041594578792296,0.21000000000000002,9,3.7,0.0777185512971404,7.030589751306401,0.0777185512971404,3.2710504263194857,-2.8027885224546494,1,9.0,0.00028545805253088474,20.0,0.0003086670767515898,22.0,0.0005220421589910984,22.0,0.019030666211619973,22.0,0.0946627501398325,22.0,0
erdos_renyi,20,3,27,20,27,0.14210526315789473,2.7,6,1,1.5524174696260025,0.045,6,2.857894736842105,0.18343755989569643,8.150034561218362,0.18343755989569643,3.669807155474343,-3.181271212429404,1,15.0,0.0002900410909205675,21.0,0.0003106661606580019,24.0,0.0005319591145962477,24.0,0.016804917016997933,21.0,0.09461454208940268,24.0,0
erdos_renyi,20,4,37,20,37,0.19473684210526315,3.7,9,1,1.76351920885484,0.255,6,2.3473684210526318,0.4221608619528478,10.25772314226098,0.4221608619528478,4.586048107160339,-3.004442020459692,1,7.0,0.0002915840595960617,29.0,0.0003425418399274349,28.0,0.0006450829096138477,29.0,0.016968624899163842,28.0,0.07363491598516703,29.0,0
erdos_renyi,20,5,22,20,22,0.11578947368421053,2.2,4,1,1.0770329614269007,0.03333333333333333,9,3.8526315789473684,0.07354443976710111,5.766296531879128,0.07354443976710111,2.816407266697177,-2.557235946895117,1,11.0,0.0002923749852925539,18.0,0.0003007089253515005,21.0,0.0005076669622212648,21.0,0.022991416975855827,21.0,0.08821512502618134,21.0,0
erdos_renyi,20,6,39,20,39,0.20526315789473684,3.9,6,2,1.2609520212918492,0.18833333333333332,4,2.1736842105263157,0.871697074058009,8.04965692826858,0.871697074058009,4.328914586028832,-3.346491716130298,1,24.0,0.0002452500630170107,33.0,0.0003010421060025692,33.0,0.0005212922114878893,34.0,0.01853608386591077,30.0,0.08347858395427465,34.0,0
erdos_renyi,20,7,30,20,30,0.15789473684210525,3.0,7,1,1.70293863659264,0.25476190476190474,6,2.594736842105263,0.29567132563836407,8.766509802152063,0.29567132563836407,3.8437997390361565,-3.366845843489988,1,16.0,0.0002993340604007244,25.0,0.0003192080184817314,25.0,0.00045570801012218,25.0,0.017053707968443632,25.0,0.06619833293370903,25.0,0
erdos_renyi,20,8,27,20,27,0.14210526315789473,2.7,6,1,1.2688577540449522,0.09333333333333334,7,2.973684210526316,0.16785258817584908,7.272907531711997,0.16785258817584908,3.5255423834769033,-2.667923508575566,1,13.0,0.0002609589137136936,23.0,0.0002754582092165947,23.0,0.000478208065032959,23.0,0.014588167192414403,22.0,0.08900954108685255,23.0,0
erdos_renyi,20,9,21,20,21,0.11052631578947368,2.1,5,1,1.0908712114635715,0.03,10,4.026315789473684,0.0732407252343339,6.25896044581541,0.0732407252343339,2.8112837398950528,-2.2946750547081547,1,10.0,0.0002620001323521137,18.0,0.0002584999892860651,19.0,0.00043762498535215855,20.0,0.020499209174886346,20.0,0.061713708098977804,20.0,0
